story_id,lane,length,violation_count,categories,markers
1331,web,short,2,WEB_CONTRACTION,\bcan['’]t\b;\bwon['’]t\b
1332,web,short,0,,
1333,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1334,web,short,0,,
1335,web,short,0,,
1336,web,short,0,,
1337,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1338,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1339,web,short,0,,
1340,web,short,0,,
1341,web,short,0,,
1342,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1343,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1344,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1345,web,short,1,WEB_CONTRACTION,\bcan['’]t\b
1346,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1347,web,short,3,WEB_CONTRACTION,\bdidn['’]t\b;\bwasn['’]t\b;\bdon['’]t\b
1348,web,short,2,WEB_CONTRACTION,\bdidn['’]t\b;\baren['’]t\b
1349,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1350,web,short,0,,
1351,web,short,0,,
1352,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1353,web,short,0,,
1354,web,short,0,,
1355,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1356,web,short,3,WEB_ARCHAIC_BLEED;WEB_CONTRACTION,\btherein\b;\bdidn['’]t\b;\bdon['’]t\b
1357,web,short,2,WEB_CONTRACTION,\bdidn['’]t\b;\bdon['’]t\b
1358,web,short,0,,
1359,web,short,1,WEB_CONTRACTION,\bcan['’]t\b
1360,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1361,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1362,web,short,0,,
1363,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1364,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1365,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1366,web,short,0,,
1367,web,short,0,,
1368,web,short,0,,
1369,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1370,web,short,0,,
1371,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1372,web,short,1,WEB_CONTRACTION,\bwouldn['’]t\b
1373,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1374,web,short,0,,
1375,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1376,web,short,0,,
1377,web,short,0,,
1378,web,short,0,,
1379,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1380,web,short,0,,
1381,web,short,0,,
1382,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1383,web,short,0,,
1384,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1385,web,short,2,WEB_CONTRACTION,\bdidn['’]t\b;\bcouldn['’]t\b
1386,web,short,1,WEB_CONTRACTION,\bit['’]s\b
1387,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1388,web,short,0,,
1389,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1390,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1391,web,short,0,,
1392,web,short,0,,
1393,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1394,web,short,1,WEB_CONTRACTION,\bcan['’]t\b
1395,web,short,0,,
1396,web,short,1,WEB_CONTRACTION,\baren['’]t\b
1397,web,short,2,WEB_CONTRACTION,\bisn['’]t\b;\bdon['’]t\b
1398,web,short,2,WEB_CONTRACTION,\bdidn['’]t\b;\bdon['’]t\b
1399,web,short,0,,
1400,web,short,0,,
1401,web,short,1,WEB_CONTRACTION,\bshouldn['’]t\b
1402,web,short,1,WEB_CONTRACTION,\bcan['’]t\b
1403,web,short,0,,
1404,web,short,0,,
1405,web,short,0,,
1406,web,short,0,,
1407,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1408,web,short,0,,
1409,web,short,1,WEB_CONTRACTION,\bwasn['’]t\b
1410,web,short,0,,
1411,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1412,web,short,0,,
1413,web,short,0,,
1414,web,short,0,,
1415,web,short,0,,
1416,web,short,0,,
1417,web,short,0,,
1418,web,short,1,WEB_CONTRACTION,\bcan['’]t\b
1419,web,short,0,,
1420,web,short,0,,
1421,web,short,0,,
1422,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1423,web,short,0,,
1424,web,short,0,,
1425,web,short,2,WEB_CONTRACTION,\bisn['’]t\b;\bdon['’]t\b
1426,web,short,2,WEB_CONTRACTION,\bcan['’]t\b;\bdon['’]t\b
1427,web,short,0,,
1428,web,short,0,,
1429,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1430,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1431,web,short,0,,
1432,web,short,0,,
1433,web,short,1,WEB_CONTRACTION,\bcan['’]t\b
1434,web,short,1,WEB_CONTRACTION,\bisn['’]t\b
1435,web,short,0,,
1436,web,short,0,,
1437,web,short,0,,
1438,web,short,0,,
1439,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1440,web,short,0,,
1441,web,short,0,,
1442,web,short,0,,
1443,web,short,0,,
1444,web,short,0,,
1445,web,short,1,WEB_CONTRACTION,\baren['’]t\b
1446,web,short,2,WEB_CONTRACTION,\bdidn['’]t\b;\bdon['’]t\b
1447,web,short,0,,
1448,web,short,0,,
1449,web,short,0,,
1450,web,short,0,,
1451,web,short,0,,
1452,web,short,0,,
1453,web,short,0,,
1454,web,short,0,,
1455,web,short,0,,
1456,web,short,0,,
1457,web,short,0,,
1458,web,short,0,,
1459,web,short,0,,
1460,web,short,0,,
1461,web,short,0,,
1462,web,short,0,,
1463,web,short,0,,
1464,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1465,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1466,web,short,0,,
1467,web,short,0,,
1468,web,short,0,,
1469,web,short,0,,
1470,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1471,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1472,web,short,0,,
1473,web,short,0,,
1474,web,short,0,,
1475,web,short,0,,
1476,web,short,0,,
1476,kjv,short,0,,
1477,kjv,short,0,,
1477,web,short,0,,
1478,kjv,short,0,,
1478,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1479,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1479,kjv,short,0,,
1480,kjv,short,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 1, need >= 3"
1480,web,short,0,,
1481,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1481,kjv,short,0,,
1482,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1482,kjv,short,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 1, need >= 3"
1483,kjv,short,0,,
1483,web,short,0,,
1484,kjv,short,0,,
1484,web,short,0,,
1485,web,short,0,,
1485,kjv,short,0,,
1486,kjv,full,0,,
1486,kjv,long,0,,
1486,web,short,1,WEB_ARCHAIC_BLEED,\bunto\b
1486,kjv,short,0,,
1486,web,long,0,,
1486,web,full,0,,
1487,kjv,full,0,,
1487,kjv,long,0,,
1487,kjv,short,0,,
1487,web,long,2,WEB_CONTRACTION,\bdon['’]t\b;\bshouldn['’]t\b
1487,web,full,2,WEB_CONTRACTION,\bdon['’]t\b;\bshouldn['’]t\b
1487,web,short,2,WEB_CONTRACTION,\bdon['’]t\b;\bshouldn['’]t\b
1488,web,full,1,WEB_CONTRACTION,\bI['’]m\b
1488,kjv,short,0,,
1488,kjv,full,0,,
1488,web,short,1,WEB_CONTRACTION,\bI['’]m\b
1489,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
1489,kjv,short,0,,
1489,web,full,1,WEB_CONTRACTION,\bdon['’]t\b
1489,kjv,full,0,,
1490,kjv,full,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 2, need >= 3"
1490,web,short,0,,
1490,web,full,0,,
1490,kjv,short,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 2, need >= 3"
1491,kjv,short,0,,
1491,web,short,0,,
1491,kjv,full,0,,
1491,kjv,long,0,,
1491,web,long,0,,
1491,web,full,0,,
1492,web,full,0,,
1492,web,long,0,,
1492,kjv,short,0,,
1492,kjv,long,0,,
1492,kjv,full,0,,
1492,web,short,0,,
1493,web,short,0,,
1493,kjv,short,0,,
1494,kjv,full,0,,
1494,web,short,0,,
1494,kjv,short,0,,
1494,web,full,0,,
1495,kjv,short,0,,
1495,web,short,1,WEB_CONTRACTION,\bdidn['’]t\b
1496,web,full,1,WEB_ARCHAIC_BLEED,\bunto\b
1496,kjv,short,0,,
1496,web,short,1,WEB_ARCHAIC_BLEED,\bunto\b
1496,kjv,full,0,,
1497,web,full,0,,
1497,web,short,0,,
1497,kjv,full,0,,
1497,kjv,short,0,,
1498,kjv,long,0,,
1498,kjv,full,0,,
1498,web,short,4,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bknoweth\b;\bunto\b
1498,web,full,3,WEB_ARCHAIC_BLEED,\bthou\b;\bknoweth\b;\bunto\b
1498,kjv,short,0,,
1498,web,long,3,WEB_ARCHAIC_BLEED,\bthou\b;\bknoweth\b;\bunto\b
1499,kjv,short,0,,
1499,web,short,0,,
1499,kjv,full,0,,
1499,web,full,1,WEB_ARCHAIC_BLEED,\bunto\b
1500,web,short,0,,
1500,kjv,short,0,,
1500,web,full,0,,
1500,kjv,full,0,,
1501,kjv,short,0,,
1501,web,short,0,,
1502,kjv,short,0,,
1502,web,short,0,,
1505,web,full,0,,
1505,kjv,short,0,,
1505,web,short,0,,
1505,kjv,full,0,,
1506,kjv,short,0,,
1506,web,short,0,,
1507,web,short,0,,
1507,kjv,full,0,,
1507,kjv,long,0,,
1507,kjv,short,0,,
1507,web,long,0,,
1507,web,full,0,,
1508,web,short,0,,
1508,kjv,short,0,,
1508,web,full,0,,
1508,kjv,full,0,,
1509,web,full,1,WEB_ARCHAIC_BLEED,\bunto\b
1509,kjv,short,0,,
1509,web,short,1,WEB_ARCHAIC_BLEED,\bunto\b
1509,kjv,full,0,,
1510,kjv,short,0,,
1510,web,short,0,,
1510,kjv,full,0,,
1510,kjv,long,0,,
1510,web,long,0,,
1510,web,full,0,,
1511,kjv,full,0,,
1511,web,short,0,,
1511,kjv,short,0,,
1511,web,full,0,,
1512,web,short,1,WEB_ARCHAIC_BLEED,\bthereof\b
1512,web,full,1,WEB_ARCHAIC_BLEED,\bthereof\b
1512,kjv,short,0,,
1512,kjv,full,0,,
1513,web,full,2,WEB_ARCHAIC_BLEED,\bunto\b;\bwhence\b
1513,web,long,2,WEB_ARCHAIC_BLEED,\bunto\b;\bwhence\b
1513,kjv,short,0,,
1513,kjv,long,0,,
1513,kjv,full,0,,
1513,web,short,1,WEB_ARCHAIC_BLEED,\bunto\b
1514,kjv,full,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 2, need >= 3"
1514,web,full,1,WEB_ARCHAIC_BLEED,\bunto\b
1514,kjv,short,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 2, need >= 3"
1514,web,short,1,WEB_ARCHAIC_BLEED,\bunto\b
1515,kjv,full,0,,
1515,kjv,long,0,,
1515,web,short,1,WEB_ARCHAIC_BLEED,\bthereof\b
1515,kjv,short,0,,
1515,web,long,2,WEB_ARCHAIC_BLEED,\bunto\b;\bthereof\b
1515,web,full,1,WEB_ARCHAIC_BLEED,\bthereof\b
1516,web,short,4,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bthine\b;\bbrake\b
1516,kjv,short,0,,
1517,kjv,short,0,,
1517,web,full,5,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bthine\b;\bhast\b;\bunto\b
1517,web,short,3,WEB_ARCHAIC_BLEED,\bthy\b;\bthine\b;\bunto\b
1517,kjv,full,0,,
1518,kjv,short,0,,
1518,web,short,1,WEB_ARCHAIC_BLEED,\bthee\b
1519,kjv,full,0,,
1519,web,short,5,WEB_ARCHAIC_BLEED,\bthou\b;\bthee\b;\bthy\b;\bhast\b;\bshalt\b
1519,kjv,short,0,,
1519,web,full,5,WEB_ARCHAIC_BLEED,\bthou\b;\bthee\b;\bthy\b;\bhast\b;\bshalt\b
1520,web,full,4,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bhast\b;\bwhatsoever\b
1520,kjv,short,0,,
1520,kjv,full,0,,
1520,web,short,4,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bhast\b;\bwhatsoever\b
1521,web,short,3,WEB_ARCHAIC_BLEED,\bye\b;\bunto\b;\bthereof\b
1521,web,full,4,WEB_ARCHAIC_BLEED,\bye\b;\bknoweth\b;\bunto\b;\bthereof\b
1521,kjv,short,0,,
1521,kjv,full,0,,
1522,kjv,full,0,,
1522,web,short,5,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bye\b;\bhast\b;\bunto\b
1522,kjv,short,0,,
1522,web,full,5,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bye\b;\bhast\b;\bunto\b
1523,kjv,short,0,,
1523,web,short,3,WEB_ARCHAIC_BLEED,\bye\b;\bhath\b;\bunto\b
1523,kjv,full,0,,
1523,web,full,3,WEB_ARCHAIC_BLEED,\bye\b;\bhath\b;\bunto\b
1524,kjv,short,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 2, need >= 3"
1524,web,full,2,WEB_ARCHAIC_BLEED,\bbrake\b;\bunto\b
1524,web,short,2,WEB_ARCHAIC_BLEED,\bbrake\b;\bunto\b
1524,kjv,full,1,KJV_TOO_FEW_ARCHAIC_MARKERS,"found 2, need >= 3"
1525,web,full,10,WEB_ARCHAIC_BLEED,\bthou\b;\bthee\b;\bthy\b;\bye\b;\bhath\b;\bdoth\b;\bsaith\b;\bliveth\b;\bshalt\b;\bunto\b
1525,web,short,8,WEB_ARCHAIC_BLEED,\bthou\b;\bthee\b;\bthy\b;\bhath\b;\bdoth\b;\bsaith\b;\bliveth\b;\bunto\b
1525,kjv,full,0,,
1525,kjv,short,0,,
1526,web,short,6,WEB_ARCHAIC_BLEED,\bthou\b;\bthy\b;\bdoth\b;\bmaketh\b;\bhast\b;\bunto\b
1526,kjv,short,0,,
801,web,full,1,WEB_ARCHAIC_BLEED,\bunto\b
801,web,long,0,,
801,web,short,0,,
802,kjv,short,0,,
802,kjv,full,0,,
802,kjv,long,0,,
803,kjv,full,0,,
803,kjv,long,0,,
803,kjv,short,0,,
804,web,short,0,,
804,web,full,0,,
804,web,long,0,,
805,web,short,0,,
805,web,full,0,,
805,web,long,0,,
806,web,long,1,WEB_CONTRACTION,\bhaven['’]t\b
806,web,full,0,,
806,web,short,1,WEB_CONTRACTION,\bhaven['’]t\b
809,web,long,1,WEB_CONTRACTION,\bdon['’]t\b
809,web,full,1,WEB_CONTRACTION,\bdon['’]t\b
809,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
810,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
810,web,long,1,WEB_CONTRACTION,\bdon['’]t\b
810,web,full,1,WEB_CONTRACTION,\bdon['’]t\b
811,web,long,0,,
811,web,full,0,,
811,web,short,0,,
816,web,full,0,,
816,web,short,0,,
816,web,long,0,,
820,web,short,0,,
820,web,full,0,,
820,web,long,0,,
821,web,short,0,,
821,web,full,0,,
821,web,long,0,,
822,web,long,0,,
822,web,full,0,,
822,web,short,0,,
823,web,long,0,,
823,web,short,0,,
823,web,full,1,WEB_CONTRACTION,\bdon['’]t\b
825,web,full,0,,
825,web,short,0,,
825,web,long,0,,
826,web,long,1,WEB_CONTRACTION,\bcan['’]t\b
826,web,short,0,,
826,web,full,1,WEB_CONTRACTION,\bcan['’]t\b
827,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
828,web,long,1,WEB_CONTRACTION,\bdon['’]t\b
828,web,short,1,WEB_CONTRACTION,\bdon['’]t\b
828,web,full,1,WEB_CONTRACTION,\bdon['’]t\b
829,web,short,0,,
829,web,full,3,WEB_CONTRACTION,\bcan['’]t\b;\bdon['’]t\b;\bI['’]m\b
830,web,long,0,,
830,web,full,0,,
830,web,short,0,,
831,web,long,0,,
831,web,short,1,WEB_CONTRACTION,\bisn['’]t\b
831,web,full,1,WEB_ARCHAIC_BLEED,\bunto\b
832,web,full,0,,
832,web,short,0,,
832,web,long,0,,
833,web,short,2,WEB_CONTRACTION,\bdon['’]t\b;\bit['’]s\b
833,web,full,2,WEB_CONTRACTION,\bdon['’]t\b;\bit['’]s\b
833,web,long,2,WEB_CONTRACTION,\bdon['’]t\b;\bit['’]s\b
834,web,long,0,,
834,web,short,0,,
834,web,full,0,,
